ZTF_Name classification redshift HGz JD JD_peak phase name flag is_good_spec SF_fit_1 chi2_fit_1 zfit_1 zfit_2 SF_fit_2 chi2_fit_2 c_snid c_rlap z_snid SNR short_name
ZTF18aamftst IIn 0.046 0.037801 2458284.5 2458312.64 -28.14 ZTF18aamftst_20180615_P60_v1.ascii 1 True IIb 0.0020901097 0.046 0.046 IIb 0.0021981073 IIn 16.83 0.0458 5.103852813430386 "2013cu/DIS+2013-06-27 04:38:15.00"
ZTF18aakecej Ia 0.062 0.06647 2458234.5 2458232.63 1.87 ZTF18aakecej_20180426_P60_v1.ascii 1 False SLSN-I 0.0018387669 0.062 nan nan nan Ib-norm 8.08 0.7615 9.398340971996548 "2012il/X-Shooter+2012-03-17 00:00:00.00"
ZTF18aakecej Ia 0.062 0.06647 2458234.5 2458232.63 1.87 ZTF18aakecej_20180426_P60_v2.ascii 1 True Ia-norm 0.0029297643 0.062 0.062 Ia-norm 0.003077524 IIb 5.55 0.0454 2.0484987227520346 "2012cg/KAST+2012-06-13 05:25:26.00"
ZTF18aamigmk Ia 0.023 nan 2458277.5 2458245.9 31.6 ZTF18aamigmk_20180608_P60_v1.ascii 1 True Ia-norm 0.0006471943 0.023 0.023 Ia-norm 0.0010302064 Ia-norm 17.22 0.0227 3.54642770096481 "2011by/KAST+2011-06-08 06:51:50.00"
ZTF18aaotzhu Ia 0.069 0.07153 2458244.5 2458242.78 1.72 ZTF18aaotzhu_20180506_NTT_v1.ascii 1 False Ia-norm 0.010767619 0.069 0.069 Ia-norm 0.012023777 Ia-norm 18.12 0.0735 4.217506203624589 "2012cg/KAST+2012-06-13 05:25:26.00"
ZTF18aaotzhu Ia 0.069 0.07153 2458257.5 2458242.78 14.72 ZTF18aaotzhu_20180519_P60_v1.ascii 1 True Ia-norm 0.0028656342 0.069 0.069 Ia-norm 0.003912481 Ia-91T 8.61 0.0529 2.3486308975132233 "2015N/KAST+2015-08-11 12:05:45.00"
ZTF18aaovbiy Ia 0.079 0.077453 2458247.5 2458242.78 4.72 ZTF18aaovbiy_20180509_P60_v1.ascii 1 True Ia-norm 0.0014523629 0.079 0.079 Ia-norm 0.0015062651 Ia-norm 10.98 0.0759 5.593122082705109 "2011by/KAST+2011-05-14 05:54:14.00"
ZTF18aapictz Ia-91T 0.084 nan 2458255.5 2458254.64 0.86 ZTF18aapictz_20180517_P200_v1.ascii 1 False "Ia 91T-like" 0.0141117675 0.084 0.084 "Ia 99aa-like" 0.024901984 Ia-91T 15.41 0.0837 7.768278947347445 "1991T/UV-Schmidt+1991-05-05 00:00:00.00"
ZTF18aapictz Ia-91T 0.084 nan 2458255.5 2458254.64 0.86 ZTF18aapictz_20180517_P60_v1.ascii 1 True """super chandra""" 0.004853537 0.084 0.084 Ic 0.005908867 Ic-norm 9.85 0.3644 3.7955922383600633 "2007if/SNIFS+2007-09-10 11:56:53.00"
ZTF18aaqehoc Ia 0.063 0.06236 2458247.5 2458255.73 -8.23 ZTF18aaqehoc_20180509_P60_v1.ascii 1 False "Ia-02cx like" 0.0074899914 0.063 0.063 "Ia 02es-like" 0.0077791065 Ic-BL 9.8 0.2873 2.826177811278478 "2012Z/LDSS-3+2012-03-02 02:24:00.00"
ZTF18aaqehoc Ia 0.063 0.06236 2458251.5 2458255.73 -4.23 ZTF18aaqehoc_20180513_DCT_v1.ascii 1 True Ia-norm 0.007865967 0.063 0.063 Ia-norm 0.00847313 Ia-norm 19.51 0.065 21.894989205820583 "2013dy/HET-LRS+2013-08-02 05:45:36.00"
ZTF18aaqcqvr Ia 0.068 nan 2458247.5 2458257.73 -10.23 ZTF18aaqcqvr_20180509_LT_v1.ascii 1 False Ia-norm 0.0028217547 0.068 0.068 II 0.0030570722 Ic-BL 4.37 0.2 1.4811970280987234 "2013dy/HET-LRS+2013-07-21 06:12:58.00"
ZTF18aaqcqvr Ia 0.068 nan 2458248.5 2458257.73 -9.23 ZTF18aaqcqvr_20180510_P60_v2.ascii 1 False """super chandra""" 0.0044052517 0.068 0.068 Ia-norm 0.004991799 Ia-norm 10.16 0.0623 10.319714991168123 "2012dn/LRIS+2012-07-16 11:47:02.00"
ZTF18aaqcqvr Ia 0.068 nan 2458254.5 2458257.73 -3.23 ZTF18aaqcqvr_20180516_LT_v1.ascii 1 True Ia-norm 0.003333453 0.068 0.068 Ia-norm 0.004558687 Ia-norm 8.04 0.0684 5.103471998993964 "2013dy/HET-LRS+2013-08-02 05:45:36.00"
ZTF18aaqcugm Ia 0.057 0.061865 2458246.5 2458255.68 -9.18 ZTF18aaqcugm_20180508_LT_v1.ascii 1 False Ia-norm 0.0035048143 0.057 0.057 Ia-norm 0.0044398494 Ia-norm 11.68 0.0693 3.3516714373963907 "1994D/KAST+1994-03-16 00:00:00.00"
ZTF18aaqcugm Ia 0.057 0.061865 2458246.5 2458255.68 -9.18 ZTF18aaqcugm_20180508_P60_v1.ascii 1 False Ia-norm 0.0024029943 0.057 0.057 Ia-norm 0.0024276874 Ia-norm 6.84 0.0577 5.114392336257243 "2011by/KAST+2011-04-28 05:44:09.00"
ZTF18aaqcugm Ia 0.057 0.061865 2458247.5 2458255.68 -8.18 ZTF18aaqcugm_20180509_P60_v1.ascii 1 True Ia-norm 0.0017994571 0.057 0.057 Ia-norm 0.0021321522 Ia-norm 13.1 0.0571 7.606712992396463 "2011by/KAST+2011-04-28 05:44:09.00"
ZTF18aaqfqaa II 0.033 0.021815 2458247.5 2458255.73 -8.23 ZTF18aaqfqaa_20180509_P60_v1.ascii 1 False IIb 0.0020861176 0.033 0.033 IIb 0.002145802 Ic-norm 6.64 0.0615 18.922724741467896 "2011fu/AFOSC+2011-09-30 19:12:00.00"
ZTF18aaqfqaa II 0.033 0.021815 2458248.5 2458255.73 -7.23 ZTF18aaqfqaa_20180510_P60_v1.ascii 1 True II 0.059951685 0.033 0.033 IIb 0.06932034 Ia-norm 4.28 0.5918 35.418538747331546 "2016bkv/FLOYDS-N+2016-04-02 10:07:52.00"
ZTF18aapifti II 0.029 0.021013 2458249.5 2458276.65 -27.15 ZTF18aapifti_20180511_P60_v1.ascii 1 True IIb 0.003512965 0.029 0.029 II 0.0035242725 Ic-BL 4.9 0.142 3.0784155465314256 "2011dh/ALFOSC+2011-06-05 22:03:03.00"
ZTF18aaqjovh Ic-BL 0.053 0.054031 2458247.5 2458248.69 -1.19 ZTF18aaqjovh_20180509_P60_v1.ascii 1 False Ic-BL 0.0036257375 0.053 0.053 Ic-BL 0.0037457247 Ic-BL 6.11 0.3352 6.484361498674197 "1998bw/DFOSC+1998-05-11 00:00:00.00"
ZTF18aaqjovh Ic-BL 0.053 0.054031 2458252.5 2458248.69 3.81 ZTF18aaqjovh_20180514_Keck1_v1.ascii 1 False Ic-BL 0.07472452 0.053 0.053 Ic-BL 0.09905335 II-norm 6.09 0.6472 17.93192057991268 "1998bw/DFOSC+1998-05-16 00:00:00.00"
ZTF18aaqjovh Ic-BL 0.053 0.054031 2458253.5 2458248.69 4.81 ZTF18aaqjovh_20180515_NOT_v1.ascii 1 False Ic-BL 0.004534483 0.053 0.053 Ic-BL 0.0049057123 Ic-SLSN 6.85 0.3882 6.170236155593937 "1998bw/DFOSC+1998-05-21 00:00:00.00"
ZTF18aaqjovh Ic-BL 0.053 0.054031 2458277.5 2458248.69 28.81 ZTF18aaqjovh_20180608_P200_v1.ascii 1 True Ic-BL 0.003773862 0.053 0.053 Ic-BL 0.00385562 Ic-norm 10.25 0.0357 3.2238969561975077 "1998bw/DFOSC+1998-06-24 05:45:00.00"
ZTF18aaqjovh Ic-BL 0.053 0.054031 2458337.5 2458248.69 88.81 ZTF18aaqjovh_20180807_Keck1_v1.ascii 1 False Ic-BL 0.0031356686 0.053 0.053 Ib 0.0042553917 Ic-norm 21.65 0.0457 0.9061925108854645 "1998bw/EFOSC2-3.6+1998-09-12 00:00:00.00"
ZTF18aaqkoyr II 0.027 0.023894 2458245.5 2458266.7 -21.2 ZTF18aaqkoyr_20180507_P200_v1.ascii 1 False II 0.008393477 0.027 0.027 II 0.009445435 Ic-BL 6.92 0.3035 4.3855513092408405 "2012aw/DOLORES+2012-03-20 20:38:27.00"
ZTF18aaqkoyr II 0.027 0.023894 2458246.5 2458266.7 -20.2 ZTF18aaqkoyr_20180508_P60_v1.ascii 1 True II 0.0040844907 0.027 0.027 II 0.0041558444 Ib-norm 6.59 0.2914 6.195873434644962 "2012aw/CAFOS+2012-03-24 21:00:34.00"
ZTF18aaqqhis Ia 0.055 nan 2458252.5 2458257.67 -5.17 ZTF18aaqqhis_20180514_Keck1_v1.ascii 1 False Ia-norm 0.010219024 0.055 0.055 "Ia 99aa-like" 0.012509428 Ia-norm 9.94 0.0591 25.01303952465789 "2013dy/STIS+2013-07-27 00:00:00.00"
ZTF18aaqqhis Ia 0.055 nan 2458254.5 2458257.67 -3.17 ZTF18aaqqhis_20180516_P60_v1.ascii 1 True Ia-norm 0.0044500926 0.055 0.055 Ia-norm 0.00545919 Ia-91T 8.38 0.0508 12.72227668222514 "2012fr/KAST+2012-11-14 07:42:14.00"
ZTF18aaqskoy Ia 0.086 nan 2458257.5 2458255.87 1.63 ZTF18aaqskoy_20180519_P60_v1.ascii 1 False Ia-norm 0.0017024116 0.086 0.086 "Ia 99aa-like" 0.0020376956 AGN 8.92 0.3068 4.501239924911269 "2013dy/STIS+2013-07-27 00:00:00.00"
ZTF18aaqskoy Ia 0.086 nan 2458258.5 2458255.87 2.63 ZTF18aaqskoy_20180520_P60_v1.ascii 1 True Ia-norm 0.0033979607 0.086 0.086 "Ia 99aa-like" 0.0034660187 Ia-norm 4.62 0.0895 4.807775336150869 "2013dy/STIS+2013-07-27 00:00:00.00"
ZTF18aapgrxo SLSN-I 0.2744 nan 2458268.5 2458284.84 -16.34 ZTF18aapgrxo_20180530_P60_v1.ascii 1 False SLSN-I 0.0034116586 0.2744 0.2744 SLSN-I 0.0037450725 Ia-norm 5.88 0.6647 7.656092809303369 "2017egm/ALFOSC+2017-06-24 21:51:12.00"
ZTF18aapgrxo SLSN-I 0.2744 nan 2458269.5 2458284.84 -15.34 ZTF18aapgrxo_20180531_NOT_v1.ascii 1 False SLSN-I 0.0041944017 0.2744 0.2744 SLSN-I 0.0042902622 Ic-SLSN 5.51 0.2819 7.0508200492798725 "PTF09cnd/LRIS+2009-09-23 00:00:00.00"
ZTF18aapgrxo SLSN-I 0.2744 nan 2458281.5 2458284.84 -3.34 ZTF18aapgrxo_20180612_P200_v1.ascii 1 False SLSN-Ib 0.009731176 0.2744 0.2744 FBOT 0.011122455 Ic-SLSN 6.92 0.2916 8.765789347649394 "2010md/DBSP+2010-05-21 00:00:00.00"
ZTF18aapgrxo SLSN-I 0.2744 nan 2458286.5 2458284.84 1.66 ZTF18aapgrxo_20180617_Keck1_v1.ascii 1 False SLSN-I 0.014990429 0.2744 0.2744 SLSN-I 0.023321884 Ia-norm 6.9 0.4257 13.343026593864248 "2015bn/EFOSC2-NTT+2015-02-25 00:00:00.00"
ZTF18aapgrxo SLSN-I 0.2744 nan 2458296.5 2458284.84 11.66 ZTF18aapgrxo_20180627_P60_v1.ascii 1 False SLSN-I 0.0038332928 0.2744 0.2744 SLSN-I 0.0044131842 Ia-norm 6.01 0.285 9.541660792511456 "PTF09cnd/LRIS+2009-10-17 00:00:00.00"
ZTF18aapgrxo SLSN-I 0.2744 nan 2458311.5 2458284.84 26.66 ZTF18aapgrxo_20180712_Keck1_v1.ascii 1 True SLSN-I 0.010093866 0.2744 0.2744 SLSN-I 0.0143145 Ic-SLSN 8.22 0.2789 6.370905330601381 "iPTF13ehe/DBSP+2014-01-06 00:00:00.00"
ZTF18aaqpjja Ia 0.059 0.062395 2458260.5 2458247.67 12.83 ZTF18aaqpjja_20180522_P200_v1.ascii 1 True Ia-norm 0.0058054426 0.059 0.059 Ia-norm 0.006109042 Ia-norm 18.59 0.0601 9.103034097056513 "2012cg/KAST+2012-06-13 05:25:26.00"
ZTF18aaqpkvx Ia 0.086 0.084264 2458260.5 2458247.67 12.83 ZTF18aaqpkvx_20180522_P200_v1.ascii 1 True Ia-norm 0.0028421278 0.086 0.086 "Ia 99aa-like" 0.0028488545 Ia-norm 7.33 0.0877 6.485873624416971 "1994D/KAST+1994-04-04 09:28:48.00"
ZTF18aaqqoqs Ia-91T 0.082 nan 2458248.5 2458261.69 -13.19 ZTF18aaqqoqs_20180510_APO_v1.ascii 1 False """super chandra""" 0.0042533726 0.082 0.082 "Ia 99aa-like" 0.004267962 Ic-BL 6.31 0.0788 1.2050289401641323 "2009dc/KAST+2009-04-18 11:32:38.00"
ZTF18aaqqoqs Ia-91T 0.082 nan 2458255.5 2458261.69 -6.19 ZTF18aaqqoqs_20180517_P200_v1.ascii 1 True "Ia 99aa-like" 0.00885206 0.082 0.082 "Ia 91T-like" 0.010518737 Ia-91T 16.88 0.0815 5.483792752674067 "iPTF14bdn/YFOSC+2014-06-03 17:37:00.00"
ZTF18aaqedfj Ia 0.066 0.062307 2458255.5 2458242.72 12.78 ZTF18aaqedfj_20180517_P200_v1.ascii 1 False "Ia 99aa-like" 0.009117916 0.066 0.066 Ia-norm 0.010369235 Ia-norm 20.75 0.0624 7.429896240279448 "1999aa/KAST+1999-03-12 00:00:00.00"
ZTF18aaqedfj Ia 0.066 0.062307 2458255.5 2458242.72 12.78 ZTF18aaqedfj_20180517_P200_v2.ascii 1 True "Ia 99aa-like" 0.009117916 0.066 0.066 Ia-norm 0.010369235 Ia-norm 20.75 0.0624 7.429896240279448 "1999aa/KAST+1999-03-12 00:00:00.00"
ZTF18aaqgadq Ia 0.073 0.071919 2458254.5 2458255.72 -1.22 ZTF18aaqgadq_20180516_P200_v1.ascii 1 False Ia-norm 0.0051191584 0.073 0.073 "Ia 91bg-like" 0.006249956 Ia-norm 18.82 0.0727 6.725328548013787 "2012ht/KAST+2013-01-05 11:45:36.00"
ZTF18aaqgadq Ia 0.073 0.071919 2458254.5 2458255.72 -1.22 ZTF18aaqgadq_20180516_P60_v1.ascii 1 True Ia-norm 0.0014200404 0.073 0.073 Ia-pec 0.0016257889 Ia-norm 12.46 0.0718 6.425278657422112 "2012fr/KAST+2012-11-14 07:42:14.00"
ZTF18aaqkqxi Ia 0.079 0.076048 2458255.5 2458248.69 6.81 ZTF18aaqkqxi_20180517_P200_v1.ascii 1 True "Ia 91T-like" 0.0077294083 0.079 0.079 Ia-norm 0.00951749 Ia-norm 17.55 0.0814 13.028086320513443 "1991T/UV-Schmidt+1991-05-05 00:00:00.00"
ZTF18aarbify Ia 0.064 0.081056 2458257.5 2458248.61 8.89 ZTF18aarbify_20180519_P60_v1.ascii 1 True """super chandra""" 0.004658841 0.064 0.064 """super chandra""" 0.004742179 Ia-norm 9.34 0.086 24.27635025655582 "2007if/SNIFS+2007-09-15 12:22:41.00"
ZTF18aarcchg ambiguous 0.035623 nan 2458254.5 2458266.68 -12.18 ZTF18aarcchg_20180516_P200_v1.ascii 1 False Ia-pec 0.0023701403 0.035623 0.035623 Ic-BL 0.0024436377 Gal 6.34 0.0355 2.9897856137449805 "2013bh/HET-LRS+2013-04-16 00:00:00.00"
ZTF18aarcchg ambiguous 0.035623 nan 2458258.5 2458266.68 -8.18 ZTF18aarcchg_20180520_P60_v1.ascii 1 False II 0.0017616848 0.035623 0.035623 II 0.0018895881 Gal 9.44 0.0334 14.701761126722577 "iPTF15crj/DBSP+2015-09-20 00:00:00.00"
ZTF18aarcchg ambiguous 0.035623 nan 2458268.5 2458266.68 1.82 ZTF18aarcchg_20180530_LT_v1.ascii 1 True II 0.0031041137 0.035623 0.035623 II 0.0040281764 Gal 8.95 0.0347 4.548793946727038 "2003ed/Other+2003-05-08 00:00:00.00"
ZTF18aarcygc Ia 0.092 nan 2458255.5 2458248.61 6.89 ZTF18aarcygc_20180517_P200_v1.ascii 1 True Ia-norm 0.013192308 0.092 0.092 Ia-norm 0.014628966 Ia-norm 19.13 0.0908 3.768078698438135 "2012cg/KAST+2012-06-13 05:25:26.00"
ZTF18aarcypa Ia 0.03 0.032102 2458254.5 2458257.66 -3.16 ZTF18aarcypa_20180516_P60_v1.ascii 1 True "Ia 91bg-like" 0.0048287157 0.03 0.03 SLSN-II 0.005090246 Ic-norm 8.55 0.0272 14.412944111281462 "1999by/FAST+1999-05-13 00:00:00.00"
ZTF18aataafd Ia 0.075 0.077051 2458262.5 2458262.72 -0.22 ZTF18aataafd_20180524_P60_v1.ascii 1 True Ia-norm 0.0014074888 0.075 0.075 Ia-norm 0.0018768978 Ia-norm 13.95 0.0758 9.397131547808787 "1994D/KAST+1994-03-18 00:00:00.00"
ZTF18aasdted Ia 0.029 0.01815 2458254.5 2458266.77 -12.27 ZTF18aasdted_20180516_P200_v1.ascii 1 False Ia-norm 0.034841325 0.029 0.029 Ia-norm 0.04112484 Ia-norm 15.69 0.0107 15.670540034988218 "2009ig/Other+2009-08-22 12:11:31.00"
ZTF18aasdted Ia 0.029 0.01815 2458256.5 2458266.77 -10.27 ZTF18aasdted_20180518_P60_v1.ascii 1 True Ia-norm 0.00649718 0.029 0.029 Ia-norm 0.006751799 Ia-norm 14.45 0.0189 19.112656299083497 "2009Y/Other+2009-02-08 00:00:00.00"
ZTF18aaslhxt Ia 0.059 nan 2458256.5 2458261.89 -5.39 ZTF18aaslhxt_20180518_P60_v1.ascii 1 False "Ia 99aa-like" 0.004894244 0.059 0.059 II-flash 0.0061950334 Ia-norm 8.13 0.0668 5.207580789184165 "1999aa/KAST+1999-02-12 00:00:00.00"
ZTF18aaslhxt Ia 0.059 nan 2458261.5 2458261.89 -0.39 ZTF18aaslhxt_20180523_LT_v1.ascii 1 False Ia-norm 0.0049240054 0.059 0.059 Ia-norm 0.0065146713 Ia-norm 28.52 0.0601 4.9874318683954 "1994D/KAST+1994-03-16 00:00:00.00"
ZTF18aaslhxt Ia 0.059 nan 2458285.5 2458261.89 23.61 ZTF18aaslhxt_20180616_P200_v1.ascii 1 True Ia-norm 0.0028411148 0.059 0.059 Ia-norm 0.0032156208 Ia-norm 19.84 0.055 1.1943649204716853 "1994D/KAST+1994-04-04 09:28:48.00"
ZTF18aatlfus II 0.054 0.045089 2458255.5 2458252.87 2.63 ZTF18aatlfus_20180517_P60_v1.ascii 1 False II-flash 0.001674234 0.054 0.054 IIb 0.0017232829 II-norm 5.8 0.4446 7.11084491525893 "iPTF14flu_early/LRIS+2014-09-29 06:18:23.00"
ZTF18aatlfus II 0.054 0.045089 2458256.5 2458252.87 3.63 ZTF18aatlfus_20180518_P60_v1.ascii 1 True SLSN-I 0.0045146956 0.054 0.054 II 0.005319086 Ia-91T 6.04 0.4764 11.101993331633793 "2018bsz/FLOYDS-N+2018-05-20 11:30:37.00"
ZTF18aatzygk Ia 0.077 nan 2458259.5 2458261.7 -2.2 ZTF18aatzygk_20180521_DCT_v1.ascii 1 True """super chandra""" 0.012175546 0.077 0.077 """super chandra""" 0.012429632 Ia-norm 10.43 0.0925 11.504757496643242 "2006gz/BC-OSU+2006-09-28 00:00:00.00"
ZTF18aaqgbju Ia-91T 0.099 nan 2458281.5 2458242.78 38.72 ZTF18aaqgbju_20180612_P200_v1.ascii 1 True "Ia 91T-like" 0.0024679152 0.099 0.099 Ia-norm 0.0028667706 Ia-02cx 6.55 0.2877 1.6999751177022149 "1991T/FOS-2+1991-06-08 00:00:00.00"
ZTF18aaqjhqz Ia 0.101 nan 2458260.5 2458254.62 5.88 ZTF18aaqjhqz_20180522_P200_v1.ascii 1 True Ia-norm 0.0027220724 0.101 nan nan nan Ia-norm 13.27 0.1012 2.3185526716598184 "2012fr/KAST+2012-11-20 07:11:59.00"
ZTF18aarasof IIn 0.042 nan 2458270.5 2458269.85 0.65 ZTF18aarasof_20180601_P60_v1.ascii 1 False IIn 0.002146447 0.042 0.042 II 0.0023679226 Gal 6.09 0.0425 6.159725150212221 "2010jl/KAST+2010-11-30 13:07:40.00"
ZTF18aarasof IIn 0.042 nan 2458295.5 2458269.85 25.65 ZTF18aarasof_20180626_P60_v1.ascii 1 True IIn 0.0014074782 0.042 0.042 II 0.0017976691 II-norm 10.44 0.0393 7.357748526529056 "2010jl/KAST+2010-11-30 13:07:40.00"
ZTF18aarasof IIn 0.042 nan 2458311.5 2458269.85 41.65 ZTF18aarasof_20180712_Keck1_v1.ascii 1 False IIn 0.002644209 0.042 0.042 IIn 0.0038625775 II-norm 16.53 0.0414 4.948503477564705 "2010jl/LRIS+2010-12-08 15:27:27.00"
ZTF18aarxzmv Ia 0.07 nan 2458277.5 2458262.72 14.78 ZTF18aarxzmv_20180608_P60_v1.ascii 1 True "Ia 99aa-like" 0.0006180963 0.07 0.07 Ia-norm 0.0009315404 Ia-norm 16.2 0.072 4.06486418166491 "1999aa/KAST+1999-03-12 00:00:00.00"
ZTF18aatyqds II 0.026 nan 2458256.5 2458269.85 -13.35 ZTF18aatyqds_20180518_P60_v1.ascii 1 False II-flash 0.003569222 0.026 0.026 IIb 0.0036570253 Ic-norm 4.72 0.689 5.099932508845181 "iPTF14flu_early/ALFOSC+2014-10-04 21:41:22.00"
ZTF18aatyqds II 0.026 nan 2458257.5 2458269.85 -12.35 ZTF18aatyqds_20180519_APO_v1.ascii 1 True II 0.0029149344 0.026 0.026 IIb 0.0030852417 II-norm 6.03 0.0272 5.0327438134492315 "2012aw/CAFOS+2012-03-24 21:00:34.00"
ZTF18aatyqds II 0.026 nan 2458315.5 2458269.85 45.65 ZTF18aatyqds_20180716_P60_v1.ascii 1 False II 0.00042610726 0.026 0.026 II 0.00045555027 II-norm 14.26 0.0265 2.7981114566357705 "2014G/KAST+2014-03-07 03:27:21.00"
ZTF18aauenwu IIn 0.046 0.0483 2458258.5 2458258.92 -0.42 ZTF18aauenwu_20180520_P60_v1.ascii 1 False Ic-BL 0.005088578 0.046 0.046 Ic-BL 0.00587387 Ia-norm 4.47 0.3526 5.727843144932768 "2018gep/LRIS+2018-09-13 09:17:25.00"
ZTF18aauenwu IIn 0.046 0.0483 2458281.5 2458258.92 22.58 ZTF18aauenwu_20180612_P200_v1.ascii 1 True IIb 0.005565783 0.046 0.046 IIb 0.0056603528 Gal 7.07 0.0463 7.851594009385566 "2011fu/LRIS+2011-09-26 09:12:57.00"
ZTF18aauenwu IIn 0.046 0.0483 2458306.5 2458258.92 47.58 ZTF18aauenwu_20180707_LT_v1.ascii 1 False II 0.0019884522 0.046 0.046 II 0.0020123294 Ia-91bg 5.12 0.0725 3.2863325506411605 "2008aw/Other+2008-03-10 00:00:00.00"
ZTF18aauenwu IIn 0.046 0.0483 2458307.5 2458258.92 48.58 ZTF18aauenwu_20180708_P200_v2.ascii 1 False IIn 0.00276603 0.046 0.046 IIn 0.0029412278 Ic-BL 7.02 0.0492 7.376667718276822 "2002bu/KAST+2002-05-07 00:00:00.00"
ZTF18aauenwu IIn 0.046 0.0483 2458311.5 2458258.92 52.58 ZTF18aauenwu_20180712_Keck1_v1.ascii 1 False II 0.0028166936 0.046 0.046 II 0.0038587705 II-norm 10.37 0.05 6.267025676855748 "2008fq/LDSS-3+2008-09-17 00:00:00.00"
ZTF18aauenwu IIn 0.046 0.0483 2458343.5 2458258.92 84.58 ZTF18aauenwu_20180813_P200_v1.ascii 1 False IIn 0.0021729893 0.046 0.046 IIn 0.0022535645 II-norm 11.33 0.0481 5.079480429956686 "1999el/KAST+1999-11-05 00:00:00.00"
ZTF18aauizcr Ia 0.036 0.033864 2458257.5 2458269.63 -12.13 ZTF18aauizcr_20180519_APO_v1.ascii 1 False Ic-BL 0.007724545 0.036 0.036 Ia-pec 0.008190777 Ia-norm 9.26 0.0363 0.038287264210197236 "2006aj/FORS2+2006-02-21 00:59:02.00"
ZTF18aauizcr Ia 0.036 0.033864 2458257.5 2458269.63 -12.13 ZTF18aauizcr_20180519_P60_v1.ascii 1 False Ia-norm 0.004137859 0.036 0.036 Ia-norm 0.004194655 Ia-norm 5.66 0.0357 3.062344453799484 "2013dy/DEIMOS+2013-07-11 14:51:21.00"
ZTF18aauizcr Ia 0.036 0.033864 2458257.5 2458269.63 -12.13 ZTF18aauizcr_20180519_P60_v2.ascii 1 True Ia-norm 0.0023144383 0.036 0.036 Ia-norm 0.0026277597 Ia-norm 20.24 0.0189 6.31293675421509 "2017erp/KAST+2017-06-20 05:21:07.00"
ZTF18aaumeys Ia 0.034 0.036518 2458256.5 2458266.65 -10.15 ZTF18aaumeys_20180518_P60_v1.ascii 1 False "Ia 99aa-like" 0.006127148 0.034 0.034 "Ia 91T-like" 0.0062700524 Ia-norm 7.43 0.0445 9.908887240826424 "iPTF14bdn/YFOSC+2014-06-03 17:37:00.00"
ZTF18aaumeys Ia 0.034 0.036518 2458257.5 2458266.65 -9.15 ZTF18aaumeys_20180519_APO_v1.ascii 1 False """super chandra""" 0.009445585 0.034 0.034 II 0.00950087 Ia-91T 7.91 0.0357 5.68329458528402 "2007if/SNIFS+2007-08-26 12:53:38.00"
ZTF18aaumeys Ia 0.034 0.036518 2458259.5 2458266.65 -7.15 ZTF18aaumeys_20180521_DCT_v1.ascii 1 False Ia-norm 0.031142702 0.034 0.034 "Ia 99aa-like" 0.036341827 Ia-91T 16.66 0.0367 21.270531241133213 "2013dy/HET-LRS+2013-07-21 06:12:58.00"
ZTF18aaumeys Ia 0.034 0.036518 2458281.5 2458266.65 14.85 ZTF18aaumeys_20180612_APO_v1.ascii 1 True "Ia 99aa-like" 0.005566381 0.034 0.034 SLSN-I 0.012336238 Ia-norm 13.11 0.0342 1.9796386819150236 "iPTF14bdn/YFOSC+2014-06-24 14:39:00.00"
ZTF18aaroihe Ia 0.045 0.048299 2458257.5 2458260.63 -3.13 ZTF18aaroihe_20180519_P60_v1.ascii 1 False Ia-norm 0.0009693933 0.045 0.045 Ia-norm 0.0018206984 Ia-norm 19.73 0.0453 6.361324132105451 "1994D/KAST+1994-03-18 00:00:00.00"
ZTF18aaroihe Ia 0.045 0.048299 2458257.5 2458260.63 -3.13 ZTF18aaroihe_20180519_P60_v2.ascii 1 True Ia-norm 0.0010490129 0.045 0.045 Ia-norm 0.0015189477 Ia-norm 16.47 0.0485 6.3020047082626 "2012ht/KAST+2013-01-05 11:45:36.00"
ZTF18aasxvsg IIb 0.025 0.024826 2458258.5 2458266.72 -8.22 ZTF18aasxvsg_20180520_P60_v1.ascii 1 True IIb 0.0031288913 0.025 0.025 II 0.003923202 Ia-csm 7.49 0.4551 25.89347033636954 "2001ig/LRIS+2001-12-23 00:00:00.00"
ZTF18aaunfqq Ia 0.065 0.071095 2458262.5 2458269.72 -7.22 ZTF18aaunfqq_20180524_P60_v1.ascii 1 True Ia-norm 0.0039987676 0.065 nan nan nan Ia-03fg 6.99 0.0603 14.59492695123873 "2011fe/STIS+2011-08-31 06:00:00.00"
ZTF18aauqdyb Ia-91T 0.117 nan 2458295.5 2458266.79 28.71 ZTF18aauqdyb_20180626_P60_v1.ascii 1 True Ia-CSM 0.0020753865 0.117 0.117 Ia-CSM 0.0021968381 Ia-norm 8.94 0.6204 10.414050674174526 "2005gj/LRIS+2005-12-04 09:02:52.00"
ZTF18aauhxce Ia 0.085 0.083079 2458273.5 2458269.71 3.79 ZTF18aauhxce_20180604_NOT_v1.ascii 1 False "Ia 91T-like" 0.008829649 0.085 0.085 Ia-norm 0.0093655195 Ia-norm 20.36 0.0908 5.744190095289996 "1991T/UV-Schmidt+1991-05-05 00:00:00.00"
ZTF18aauhxce Ia 0.085 0.083079 2458278.5 2458269.71 8.79 ZTF18aauhxce_20180609_P60_v1.ascii 1 True Ia-norm 0.00429686 0.085 0.085 "Ia 91bg-like" 0.0046237935 Ic-SLSN 4.9 0.1638 1.4458899413032462 "2012ht/KAST+2013-01-13 12:18:43.00"
