ZTF_Name,Version,Zooniverse_c_broad,agreement_broad,Zooniverse_c,rlap,agreement,z
ZTF19acgdfjt,ZTF19acgdfjt_20191020_P60_v2.ascii,TDE,10,TDE,5.21,10,0.0432
ZTF19acgdfjt,ZTF19acgdfjt_20191023_APO_v1.ascii,Ia,7,Ia-norm,6.4,5,0.0361
ZTF19acgdxel,ZTF19acgdxel_20191103_P60_v1.ascii,Ia,11,Ia-norm,7.28,8,0.0965
ZTF19acgeabh,ZTF19acgeabh_20191023_P60_v1.ascii,Ia,9,Ia-norm,10.1,9,0.0843
ZTF19acgemqj,ZTF19acgemqj_20191101_P60_v1.ascii,II,9,IIn,5.77,5,0.3547
ZTF19acgemqj,ZTF19acgemqj_20191111_P60_v1.ascii,Ib,3,Ib-norm,5.07,2,0.9567
ZTF19acgemqj,ZTF19acgemqj_20191123_Keck1_v1.ascii,Ia,9,Ia-norm,9.05,8,0.0604
ZTF19acgemzm,ZTF19acgemzm_20191101_P60_v1.ascii,Ia,10,Ia-norm,20.95,8,0.0583
ZTF19acgfdlb,ZTF19acgfdlb_20191027_Keck1_v1.ascii,Gal,5,Gal,13.71,5,0.0438
ZTF19acgfhfd,ZTF19acgfhfd_20191021_P60_v1.ascii,II,6,II-norm,4.02,5,0.2803
ZTF19acgfowd,ZTF19acgfowd_20191025_P60_v1.ascii,Ia,5,Ia-norm,9.62,4,0.1301
ZTF19acgfvvi,ZTF19acgfvvi_20191028_P60_v1.ascii,II,7,II-norm,3.85,4,0.3337
ZTF19acgfvvi,ZTF19acgfvvi_20191029_P60_v1.ascii,Ib,7,Ibn,5.13,7,0.4893
ZTF19acgfvvi,ZTF19acgfvvi_20191031_APO_v1.ascii,Ic,4,Ic-SLSN,4.49,4,0.4654
ZTF19acgfvvi,ZTF19acgfvvi_20191105_Lick_3-m_v1.ascii,II,5,IIb,4.8,3,0.0555
ZTF19acgjjfy,ZTF19acgjjfy_20191025_P60_v1.ascii,Ia,0,Ia,4.27,0,1.1414
ZTF19acgjjfy,ZTF19acgjjfy_20191025_P60_v2.ascii,Ic,3,Ic-BL,3.98,2,1.1434
ZTF19acgjnfz,ZTF19acgjnfz_20191104_APO_v1.ascii,Ia,7,Ia-norm,10.82,5,0.0517
ZTF19acgjnis,ZTF19acgjnis_20191026_P60_v1.ascii,Ia,8,Ia-norm,15.34,5,0.0387
ZTF19acgjohb,ZTF19acgjohb_20191027_P60_v1.ascii,Ia,9,Ia-norm,12.83,9,0.0723
ZTF19acgjojy,ZTF19acgjojy_20191107_P60_v1.ascii,Ia,10,Ia-norm,15.8,7,0.0745
ZTF19acgjosf,ZTF19acgjosf_20191102_P60_v1.ascii,Ia,6,Ia-91T,8.72,5,0.0755
ZTF19acgjpgh,ZTF19acgjpgh_20191031_P60_v2.ascii,Ib,8,Ibn,4.19,8,0.4965
ZTF19acgjpgh,ZTF19acgjpgh_20191110_P60_v1.ascii,Ia,7,Ia-91T,7.49,4,0.4979
ZTF19acgjpgh,ZTF19acgjpgh_20191125_P200_v1.ascii,Ib,8,Ib-norm,6.45,7,0.0728
ZTF19acgjpgh,ZTF19acgjpgh_20191125_P60_v1.ascii,II,3,IIb,5.94,3,0.0584
ZTF19acgjpgh,ZTF19acgjpgh_20191218_NOT_v1.ascii,Ic,10,Ic-SLSN,5.32,10,0.0661
ZTF19acgjpgh,ZTF19acgjpgh_20191219_P60_v1.ascii,Ia,4,Ia-norm,4.67,4,0.0772
ZTF19acgjpgh,ZTF19acgjpgh_20191219_P60_v2.ascii,Ia,6,Ia-norm,4.93,6,0.1209
ZTF19acgjpgh,ZTF19acgjpgh_20191221_LT_v1.ascii,Ic,5,Ic-SLSN,5.24,5,0.0757
ZTF19acgjpgh,ZTF19acgjpgh_20191221_P200_v1.ascii,Ic,3,Ic-SLSN,4.26,3,0.6352
ZTF19acgjpgh,ZTF19acgjpgh_20191227_APO_v1.ascii,Ia,9,Ia-91T,8.66,8,0.0728
ZTF19acgjpgh,ZTF19acgjpgh_20191227_LT_v1.ascii,Ia,7,Ia-91T,7.31,6,0.0959
ZTF19acgjpgh,ZTF19acgjpgh_20191227_LT_v2.ascii,Ic,5,Ic-SLSN,7.04,5,0.0794
ZTF19acgjpgh,ZTF19acgjpgh_20191231_P60_v1.ascii,Ic,2,Ic-norm,5.78,2,0.065
ZTF19acgjpgh,ZTF19acgjpgh_20200101_P200_v1.ascii,Ia,4,Ia-norm,11.63,4,0.0755
ZTF19acgjpgh,ZTF19acgjpgh_20200105_P60_v1.ascii,Ia,2,Ia-norm,9.83,1,0.0744
ZTF19acgjpgh,ZTF19acgjpgh_20200124_Keck1_v1.ascii,II,10,IIb,11.74,9,0.066
ZTF19acgjpgh,ZTF19acgjpgh_20200130_P60_v1.ascii,Ib,4,Ibn,5.49,4,0.0699
ZTF19acgjpgh,ZTF19acgjpgh_20200212_P200_v1.ascii,II,4,IIb,9.72,4,0.0642
ZTF19acgjpgh,ZTF19acgjpgh_20200225_P200_v1.ascii,Ic,8,Ic-norm,8.1,6,0.0642
ZTF19acgjpgh,ZTF19acgjpgh_20210211_Keck1_v1.ascii,Gal,7,Gal,13.68,7,0.0635
ZTF19acgjuua,ZTF19acgjuua_20191028_P60_v1.ascii,Ia,11,Ia-norm,7.93,6,0.0843
ZTF19acgldqr,ZTF19acgldqr_20191105_P200_v1.ascii,Ia,10,Ia-91bg,15.29,10,0.0493
ZTF19acgldqr,ZTF19acgldqr_20200623_Keck1_v1.ascii,Ic,3,Ic-SLSN,4.84,3,0.2787
ZTF19acgmkrt,ZTF19acgmkrt_20191028_P60_v1.ascii,Ia,8,Ia-norm,6.77,8,0.0705
ZTF19acgmkrt,ZTF19acgmkrt_20191104_APO_v1.ascii,II,6,II-norm,6.09,6,0.0701
ZTF19acgmkrt,ZTF19acgmkrt_20191112_P60_v1.ascii,Ia,9,Ia-csm,5.74,5,0.0715
ZTF19acgmznn,ZTF19acgmznn_20191023_P60_v1.ascii,Ia,5,Ia-norm,5.5,3,0.2861
ZTF19acgogcm,ZTF19acgogcm_20191031_P60_v1.ascii,Ia,9,Ia-norm,9.62,8,0.0348
ZTF19acgonwy,ZTF19acgonwy_20191023_P60_v1.ascii,II,6,II-norm,5.61,6,0.0748
ZTF19acgouje,ZTF19acgouje_20191104_P60_v1.ascii,Ia,9,Ia-norm,17.58,9,0.0691
ZTF19acgoven,ZTF19acgoven_20191030_P60_v2.ascii,Ic,4,Ic-norm,4.87,4,0.6188
ZTF19acgoven,ZTF19acgoven_20191105_P200_v1.ascii,Gal,6,Gal,9.9,6,0.0355
ZTF19acgphsf,ZTF19acgphsf_20191027_P60_v1.ascii,Ia,10,Ia-norm,11.81,7,0.0391
ZTF19acgpkye,ZTF19acgpkye_20191103_P60_v1.ascii,Ia,9,Ia-norm,11.25,6,0.0445
ZTF19acgpnlk,ZTF19acgpnlk_20191027_P60_v1.ascii,Ia,5,Ia-norm,12.05,5,0.0355
ZTF19acgpnlk,ZTF19acgpnlk_20191101_P60_v1.ascii,Ia,8,Ia-norm,9.92,7,0.0324
ZTF19acgpqxt,ZTF19acgpqxt_20191030_P60_v2.ascii,Ia,8,Ia-02cx,5.04,4,0.0638
ZTF19acgpqxt,ZTF19acgpqxt_20191106_P60_v1.ascii,Ia,6,Ic-norm,8.07,4,0.1026
ZTF19acgpqxt,ZTF19acgpqxt_20191114_P60_v1.ascii,Ic,1,Ic-norm,6.74,1,0.9201
ZTF19acgpymd,ZTF19acgpymd_20191105_P200_v1.ascii,Ic,2,Ic-SLSN,2.9,2,1.1531
ZTF19acgpzsb,ZTF19acgpzsb_20191023_P60_v1.ascii,Gal,11,Gal,6.52,11,0.0332
ZTF19acgpzsb,ZTF19acgpzsb_20191023_P60_v2.ascii,Ic,6,Ic-BL,6.4,4,0.0456
ZTF19acgpzsb,ZTF19acgpzsb_20191105_P200_v1.ascii,Ia,2,Ia-norm,10.63,2,0.0348
ZTF19acgqjln,ZTF19acgqjln_20191025_P60_v1.ascii,Ia,9,Ia-norm,6.94,9,0.0526
ZTF19acgqjln,ZTF19acgqjln_20191029_P60_v1.ascii,Ia,7,Ia-norm,6.39,7,0.0524
ZTF19acgrbeb,ZTF19acgrbeb_20191029_P60_v1.ascii,Ia,10,Ia-91T,9.27,5,0.0669
ZTF19acgrbeb,ZTF19acgrbeb_20191031_APO_v1.ascii,Ic,6,Ic-BL,6.64,6,0.1446
ZTF19acgrbeb,ZTF19acgrbeb_20191105_P60_v1.ascii,Ia,10,Ia-91T,19.94,8,0.0632
ZTF19acgtkqe,ZTF19acgtkqe_20191029_P60_v1.ascii,Ic,4,Ic-BL,5.19,4,0.0605
ZTF19acgwgvh,ZTF19acgwgvh_20191025_P60_v1.ascii,Ic,5,Ic-BL,7.16,5,0.1526
ZTF19acgwgvh,ZTF19acgwgvh_20191025_P60_v2.ascii,Ia,9,Ia-norm,7.38,7,0.1145
ZTF19acgxbwo,ZTF19acgxbwo_20191101_P60_v1.ascii,Ia,10,Ia-norm,6.93,5,0.0554
ZTF19acgxbwo,ZTF19acgxbwo_20191117_P60_v1.ascii,Ia,6,Ia-norm,6.85,5,0.0806
ZTF19acgzwbm,ZTF19acgzwbm_20191023_P60_v1.ascii,Ia,6,Ia-norm,4.15,6,0.4449
ZTF19acgzwbm,ZTF19acgzwbm_20191024_P200_v1.ascii,Gal,4,Gal,7.67,4,0.0201
ZTF19acgzwbm,ZTF19acgzwbm_20191024_P60_v1.ascii,Ia,3,Ia-norm,6.2,3,0.4791
ZTF19acgzzea,ZTF19acgzzea_20191028_P60_v1.ascii,II,3,II-norm,5.06,3,0.2937
ZTF19acgzzea,ZTF19acgzzea_20191105_P60_v1.ascii,Gal,7,Gal,4.22,7,0.4381
ZTF19acgzzea,ZTF19acgzzea_20191107_P60_v1.ascii,Ia,4,Ia-norm,5.92,2,0.0204
ZTF19achagst,ZTF19achagst_20191030_P60_v1.ascii,Ic,6,Ic-norm,8.62,6,0.3224
ZTF19achagst,ZTF19achagst_20191103_P60_v1.ascii,Ia,10,Ia-norm,16.76,10,0.0656
ZTF19achahea,ZTF19achahea_20191023_P60_v1.ascii,Ia,10,Ia-91bg,10.62,10,0.0491
ZTF19achaibh,ZTF19achaibh_20191029_P60_v1.ascii,Ib,5,Ib-norm,6.8,5,0.2925
ZTF19achajnc,ZTF19achajnc_20191031_P60_v2.ascii,Ia,8,Ia-norm,12.77,8,0.0898
ZTF19achaqju,ZTF19achaqju_20191102_P60_v1.ascii,Ia,6,Ia-norm,6.35,6,0.1021
ZTF19achaspq,ZTF19achaspq_20191029_P60_v1.ascii,Ia,10,Ia-norm,10.83,10,0.0205
ZTF19achbhfc,ZTF19achbhfc_20191024_P60_v2.ascii,Ic,7,Ic-norm,4.23,7,0.9214
ZTF19achbhfc,ZTF19achbhfc_20191107_P60_v1.ascii,II,6,II-norm,11.05,6,-0.0007
ZTF19achcdju,ZTF19achcdju_20191023_P60_v1.ascii,Ic,7,Ic-norm,4.58,7,0.4383
ZTF19achejoc,ZTF19achejoc_20191029_P60_v1.ascii,Ia,8,Ia-norm,15.08,8,0.0483
ZTF19achetvw,ZTF19achetvw_20191028_P200_v2.ascii,Ia,5,Ia-csm,6.01,5,0.0433
ZTF19achiyvy,ZTF19achiyvy_20191024_P200_v1.ascii,Ic,5,Gal,8.48,4,0.427
ZTF19achiyvy,ZTF19achiyvy_20200623_Keck1_v1.ascii,II,4,II-norm,5.47,4,0.0514
ZTF19achjpyc,ZTF19achjpyc_20191024_P60_v1.ascii,II,9,IIn,8.32,9,0.3312
ZTF19achjpyc,ZTF19achjpyc_20191024_P60_v2.ascii,Gal,2,Gal,8.9,2,0.3369
ZTF19achjpyc,ZTF19achjpyc_20191025_P60_v1.ascii,Ia,8,Ia-91T,7.92,6,0.0953
ZTF19achjqbk,ZTF19achjqbk_20191024_P60_v1.ascii,II,6,IIn,5.07,5,0.3369
ZTF19achjqbk,ZTF19achjqbk_20191027_P60_v1.ascii,Ic,6,Ic-SLSN,4.66,6,0.9516
ZTF19achtewn,ZTF19achtewn_20191026_P60_v1.ascii,Ia,7,Ia-91T,5.09,7,0.1063
ZTF19achtewn,ZTF19achtewn_20191026_P60_v2.ascii,Ia,10,Ia-norm,4.06,7,0.1001
ZTF19achtiax,ZTF19achtiax_20191105_P200_v1.ascii,Ia,7,Ia-02cx,11.22,6,0.0222
ZTF19achticg,ZTF19achticg_20191103_P60_v1.ascii,Ia,10,Ia-norm,43.49,10,0.0255
ZTF19achtifr,ZTF19achtifr_20191115_P60_v1.ascii,Ic,2,Ic-BL,4.98,2,0.7026
ZTF19achtifr,ZTF19achtifr_20191213_P60_v1.ascii,Gal,9,Gal,5.21,9,0.3381
ZTF19achtifr,ZTF19achtifr_20191223_Keck1_v1.ascii,II,7,IIn,12.1,5,0.0228
ZTF19achtkzh,ZTF19achtkzh_20191102_P60_v1.ascii,Ic,5,Ic-norm,9.93,5,0.0592
ZTF19achtzyx,ZTF19achtzyx_20191025_P60_v1.ascii,II,8,IIn,5.17,7,0.2373
ZTF19achunqn,ZTF19achunqn_20191102_P60_v1.ascii,Ia,4,Ia-norm,4.55,3,0.0704
ZTF19achvpik,ZTF19achvpik_20191105_P200_v1.ascii,Ic,5,Ic-SLSN,10.26,5,0.1939
ZTF19aciefgg,ZTF19aciefgg_20200831_P60_v1.ascii,Ia,8,Ia-91T,6.47,7,0.1107
ZTF19aciefgg,ZTF19aciefgg_20200831_P60_v2.ascii,Ia,4,Ia-norm,5.26,4,0.2644
ZTF19acifduk,ZTF19acifduk_20191125_P200_v1.ascii,II,11,II-norm,21.47,11,0.0514
ZTF19acifjfp,ZTF19acifjfp_20191109_P60_v1.ascii,Ic,6,Ic-BL,4.81,6,0.1546
ZTF19acifjfp,ZTF19acifjfp_20191201_P60_v1.ascii,Gal,4,Gal,7.64,4,0.3057
ZTF19acifuyf,ZTF19acifuyf_20191030_P60_v1.ascii,Ic,6,Ic-BL,4.6,6,0.6306
ZTF19acifuyf,ZTF19acifuyf_20191030_P60_v2.ascii,Ic,5,Ic-BL,4.72,5,0.6328
ZTF19acifuyf,ZTF19acifuyf_20191104_P60_v1.ascii,Ib,7,Ib-norm,4.93,6,0.3266
ZTF19acigkma,ZTF19acigkma_20191102_P60_v1.ascii,Ia,9,Ia-norm,6.69,5,0.0966
ZTF19acignlo,ZTF19acignlo_20191030_P60_v2.ascii,Ic,4,Ic-BL,6.35,3,0.0663
ZTF19acignlo,ZTF19acignlo_20191105_P60_v1.ascii,Ic,5,Ic-SLSN,5.55,5,0.7574
ZTF19acigwcg,ZTF19acigwcg_20191105_P60_v1.ascii,Ic,2,Ic-SLSN,4.35,2,0.3151
ZTF19acihfxz,ZTF19acihfxz_20191031_P60_v1.ascii,Ia,3,Ia-norm,6.37,3,0.0601
ZTF19acihfxz,ZTF19acihfxz_20191106_P60_v1.ascii,Ia,6,Ia-norm,11.56,5,0.0613
ZTF19acihgng,ZTF19acihgng_20191101_P60_v1.ascii,Ia,9,Ia-norm,10.9,6,0.0549
ZTF19acihlft,ZTF19acihlft_20191030_P60_v2.ascii,Ia,8,Ia-norm,8.88,7,0.0166
ZTF19acitkzs,ZTF19acitkzs_20191103_P60_v1.ascii,Ia,9,Ia-91T,8.41,7,0.0943
ZTF19acitkzs,ZTF19acitkzs_20191110_P60_v1.ascii,Ia,8,Ia-91T,7.57,5,0.1014
ZTF19acitkzs,ZTF19acitkzs_20191124_P200_v1.ascii,Ia,7,Ia-norm,10.42,6,0.0858
ZTF19acitnck,ZTF19acitnck_20191101_P60_v1.ascii,Ia,10,Ia-norm,12.95,10,0.0493
ZTF19aciuhwi,ZTF19aciuhwi_20191115_P60_v1.ascii,Ib,2,Ib-norm,5.84,2,0.2768
ZTF19acjduan,ZTF19acjduan_20191101_P60_v1.ascii,Ic,9,Ic-SLSN,7.96,9,0.2829
ZTF19acjdufa,ZTF19acjdufa_20191105_P60_v1.ascii,Ia,8,Ia-91T,10.22,8,0.0812
ZTF19acjdwqv,ZTF19acjdwqv_20191103_P60_v1.ascii,Ic,7,Ic-norm,7.75,7,0.7284
ZTF19acjdwqv,ZTF19acjdwqv_20191103_P60_v2.ascii,Ia,9,Ia-norm,12.91,5,0.0493
ZTF19acjerdh,ZTF19acjerdh_20191103_P60_v1.ascii,Ia,10,Ia-norm,8.51,9,0.0395
ZTF19acjfhom,ZTF19acjfhom_20191101_P60_v1.ascii,Ib,14,Ib-norm,10.78,13,0.2807
ZTF19acjfhom,ZTF19acjfhom_20191101_P60_v2.ascii,Ia,9,Ia-norm,10.4,9,0.0626
ZTF19acjifxp,ZTF19acjifxp_20191109_P60_v1.ascii,Ia,11,Ia-norm,13.61,10,0.0121
ZTF19acjijfr,ZTF19acjijfr_20191121_Lick_3-m_v1.ascii,Ic,6,Ic-SLSN,4.87,6,0.3069
ZTF19acjjwsy,ZTF19acjjwsy_20191104_P60_v1.ascii,Ia,7,Ia-norm,8.42,4,0.1042
ZTF19acjnatv,ZTF19acjnatv_20191104_P60_v1.ascii,Ia,8,Ia-norm,8.62,8,0.1149
ZTF19acjnatv,ZTF19acjnatv_20191104_P60_v2.ascii,Ia,8,Ia-norm,10.09,5,0.102
ZTF19acjnaxa,ZTF19acjnaxa_20191031_P60_v2.ascii,II,3,Ic-BL,4.68,3,0.3103
ZTF19acjnaxa,ZTF19acjnaxa_20191105_P60_v1.ascii,Ic,4,Ic-norm,9.09,3,0.0969
ZTF19acjnaxa,ZTF19acjnaxa_20191123_Keck1_v1.ascii,Ia,8,Ia-91T,7.38,5,0.0817
ZTF19acjqecl,ZTF19acjqecl_20191111_LT_v1.ascii,Ia,6,Ia-norm,6.1,6,0.0951
ZTF19acjqecl,ZTF19acjqecl_20191125_P200_v1.ascii,Ia,8,Ia-norm,20.96,6,0.0887
ZTF19acjtkha,ZTF19acjtkha_20191030_P60_v2.ascii,Gal,11,Gal,5.02,11,0.0238
ZTF19acjtkha,ZTF19acjtkha_20191106_P60_v1.ascii,Ia,10,Ia-91bg,13.8,8,0.0337
ZTF19acjtkha,ZTF19acjtkha_20191108_P60_v1.ascii,Ic,6,Ic-norm,4.96,4,0.4321
ZTF19acjtkha,ZTF19acjtkha_20191108_P60_v2.ascii,Ia,7,Ia-norm,10.29,5,0.0372
ZTF19acjtkha,ZTF19acjtkha_20191112_P60_v1.ascii,Ia,2,Ia-91bg,6.2,2,0.0354
ZTF19acjtkha,ZTF19acjtkha_20191118_NOT_v1.ascii,Ia,8,Ia-91bg,11.57,7,0.0305
ZTF19acjtlxe,ZTF19acjtlxe_20191102_P60_v1.ascii,Ic,6,Ic-norm,6.96,6,0.0296
ZTF19acjtlxe,ZTF19acjtlxe_20191110_P60_v1.ascii,Ic,8,Ic-norm,6.09,5,0.0311
ZTF19acjtpmm,ZTF19acjtpmm_20191102_P60_v1.ascii,Ib,4,Ib-norm,6.29,4,0.1442
ZTF19acjtpmm,ZTF19acjtpmm_20191109_P60_v1.ascii,Ic,4,Ic-norm,5.62,4,0.3989
ZTF19acjtpmm,ZTF19acjtpmm_20200225_APO_v1.ascii,Gal,4,Gal,7.0,4,0.0378
ZTF19acjtpps,ZTF19acjtpps_20200218_Keck1_v1.ascii,II,10,II-norm,16.77,7,0.0379
ZTF19acjtpqd,ZTF19acjtpqd_20200101_P60_v1.ascii,Ic,6,Ib-norm,7.81,5,0.0187
ZTF19acjtpqd,ZTF19acjtpqd_20200502_P60_v1.ascii,Ic,5,Ic-BL,5.59,4,0.4243
ZTF19acjuomg,ZTF19acjuomg_20191108_P60_v1.ascii,Ic,6,Ic-norm,4.82,5,0.4146
ZTF19acjuomg,ZTF19acjuomg_20191108_P60_v2.ascii,Ia,7,Ia-norm,5.69,4,0.2547
ZTF19acjuomg,ZTF19acjuomg_20191114_P60_v1.ascii,Ia,11,Ia-norm,17.8,10,0.1058
ZTF19acjurot,ZTF19acjurot_20191107_P60_v1.ascii,Ia,8,Ia-norm,7.83,8,0.0595
ZTF19acjutrw,ZTF19acjutrw_20191111_P60_v1.ascii,Ic,4,Ic-BL,4.91,3,0.304
ZTF19acjutrw,ZTF19acjutrw_20191123_Keck1_v1.ascii,II,7,II-norm,9.09,6,0.0469
ZTF19acjwdnu,ZTF19acjwdnu_20191104_P60_v1.ascii,Ib,5,Ib-norm,4.51,5,-0.0017
ZTF19acjwdnu,ZTF19acjwdnu_20191105_NTT_v1.ascii,Ic,10,Ic-SLSN,5.42,9,0.2556
ZTF19acjwqvo,ZTF19acjwqvo_20191103_P60_v1.ascii,Ia,6,Ia-norm,10.33,5,0.0517
ZTF19acjwqvo,ZTF19acjwqvo_20191104_P60_v1.ascii,Ia,9,Ia-norm,12.59,9,0.0498
ZTF19ackbclh,ZTF19ackbclh_20191101_P60_v1.ascii,II,4,II-norm,9.56,4,0.0702
ZTF19ackbjtf,ZTF19ackbjtf_20191107_P60_v1.ascii,Ia,8,Ia-norm,6.88,5,0.0912
ZTF19ackimmi,ZTF19ackimmi_20191124_P200_v1.ascii,II,6,II-norm,14.44,3,0.0435
ZTF19ackjene,ZTF19ackjene_20191106_P60_v1.ascii,Ib,8,Ib-norm,4.59,8,0.7273
ZTF19ackjene,ZTF19ackjene_20191109_P60_v1.ascii,Ic,6,Ic-norm,5.39,3,0.2815
ZTF19ackjene,ZTF19ackjene_20191124_P200_v1.ascii,II,10,IIb,9.48,10,0.0455
ZTF19ackjene,ZTF19ackjene_20191124_P200_v2.ascii,II,9,IIb,7.28,7,0.0439
ZTF19ackjene,ZTF19ackjene_20200323_Keck1_v1.ascii,Ia,5,Ia-csm,11.08,5,0.0424
ZTF19ackjjwf,ZTF19ackjjwf_20191102_P60_v1.ascii,Ic,4,Ib-norm,5.45,3,0.0242
ZTF19ackjjwf,ZTF19ackjjwf_20191109_P60_v1.ascii,Ib,10,Ib-norm,12.13,6,0.0163
ZTF19ackjjwf,ZTF19ackjjwf_20191126_P60_v1.ascii,II,4,II-norm,5.03,4,0.1834
ZTF19ackjjwf,ZTF19ackjjwf_20191201_NOT_v1.ascii,Ib,8,Ib-norm,11.27,8,0.0235
ZTF19ackjjwf,ZTF19ackjjwf_20200219_Keck1_v1.ascii,Ic,8,Ic-BL,6.86,8,0.6208
ZTF19ackjjwf,ZTF19ackjjwf_20200915_Keck1_v1.ascii,Ia,8,Ia-norm,6.36,4,0.6232
ZTF19ackjloo,ZTF19ackjloo_20191104_P60_v1.ascii,Ia,11,Ia-norm,11.17,10,0.0685
ZTF19ackjlrd,ZTF19ackjlrd_20191111_P60_v1.ascii,Ia,9,Ia-norm,4.17,7,0.1054
ZTF19ackjnrh,ZTF19ackjnrh_20191111_P60_v1.ascii,Ic,5,Ic-norm,5.58,5,0.1197
ZTF19ackjnuq,ZTF19ackjnuq_20191103_P60_v1.ascii,Ia,9,Ia-norm,11.84,8,0.0545
ZTF19ackjozg,ZTF19ackjozg_20191109_P60_v1.ascii,Ia,7,Ia-norm,5.57,7,0.0796
ZTF19ackjrru,ZTF19ackjrru_20191116_P60_v1.ascii,Ic,6,Ic-BL,4.42,6,0.1285
ZTF19ackjrru,ZTF19ackjrru_20191124_P200_v2.ascii,Ic,8,Ic-SLSN,5.23,8,0.1945
ZTF19ackjrru,ZTF19ackjrru_20191124_P200_v5.ascii,Ic,8,Ic-BL,5.62,7,0.0446
ZTF19ackjrru,ZTF19ackjrru_20200101_P200_v1.ascii,Ia,8,Ia-norm,11.17,5,0.1748
ZTF19ackjrru,ZTF19ackjrru_20200124_Keck1_v1.ascii,II,3,IIb,9.31,3,0.1767
ZTF19ackjrye,ZTF19ackjrye_20191223_Keck1_v1.ascii,II,10,II-norm,30.48,10,0.0377
ZTF19ackjsar,ZTF19ackjsar_20191104_P60_v1.ascii,Ib,5,Ib-norm,6.96,5,0.606
ZTF19ackjsar,ZTF19ackjsar_20191104_P60_v2.ascii,Ia,7,Ia-norm,4.76,5,0.0549
ZTF19ackjsub,ZTF19ackjsub_20191104_P60_v1.ascii,Gal,6,Gal,5.04,6,0.0289
ZTF19ackjsys,ZTF19ackjsys_20191119_P60_v1.ascii,Ia,10,Ia-norm,13.55,6,0.0253
ZTF19ackjszs,ZTF19ackjszs_20191105_NTT_v1.ascii,Ib,6,Ib-norm,19.07,6,0.0315
ZTF19ackjszs,ZTF19ackjszs_20200121_NOT_v1.ascii,Ib,7,Ib-norm,9.45,7,0.0461
ZTF19ackjszs,ZTF19ackjszs_20200126_P60_v1.ascii,Ic,8,Ic-BL,8.08,7,0.0399
ZTF19ackjszs,ZTF19ackjszs_20200202_P60_v1.ascii,Ic,10,Ic-norm,10.61,9,0.0341
ZTF19ackjszs,ZTF19ackjszs_20200207_P60_v1.ascii,Ic,10,Ic-norm,7.81,9,0.0345
ZTF19ackjszs,ZTF19ackjszs_20200215_TNG_v1.ascii,Ib,6,Ib-norm,10.23,6,0.03
ZTF19ackjszs,ZTF19ackjszs_20200219_Keck1_v1.ascii,Ic,9,Ic-norm,13.08,7,0.0273
ZTF19ackjszs,ZTF19ackjszs_20200322_Keck1_v1.ascii,Ic,10,Ic-norm,12.41,10,0.0296
ZTF19ackjszs,ZTF19ackjszs_20200428_NOT_v1.ascii,Ic,10,Ic-norm,9.48,10,0.0287
ZTF19ackjszs,ZTF19ackjszs_20210217_Keck1_v1.ascii,II,9,II-norm,12.07,8,0.0252
ZTF19ackjtfm,ZTF19ackjtfm_20191124_P200_v1.ascii,II,11,II-norm,18.13,11,0.041
ZTF19ackjvjr,ZTF19ackjvjr_20191110_P60_v1.ascii,Ia,8,Ia-91T,10.54,6,0.0803
ZTF19ackjvtl,ZTF19ackjvtl_20191118_P60_v1.ascii,II,7,II-norm,10.64,5,0.0215
ZTF19ackkwri,ZTF19ackkwri_20191105_P200_v1.ascii,Gal,10,Gal,19.05,10,0.0414
ZTF19ackkwri,ZTF19ackkwri_20191123_Keck1_v1.ascii,II,9,II-norm,21.94,9,0.0446
ZTF19acklfll,ZTF19acklfll_20191105_P60_v1.ascii,TDE,6,TDE,5.4,6,0.0396
ZTF19ackyfqp,ZTF19ackyfqp_20191101_P60_v1.ascii,II,9,IIb,9.1,8,0.0362
ZTF19ackzvdp,ZTF19ackzvdp_20191125_P200_v1.ascii,Gal,5,Gal,6.12,5,0.303
ZTF19ackzvdp,ZTF19ackzvdp_20191221_P200_v1.ascii,Ic,6,Ic-BL,6.95,6,0.7421
ZTF19ackzvdp,ZTF19ackzvdp_20200101_P200_v1.ascii,II,4,Gal,6.53,3,0.3039
ZTF19ackzvdp,ZTF19ackzvdp_20200124_Keck1_v1.ascii,Gal,4,Gal,8.42,4,0.3019
ZTF19ackzvdp,ZTF19ackzvdp_20200225_P200_v2.ascii,II,8,II-norm,7.16,6,0.3017
ZTF19ackzvdp,ZTF19ackzvdp_20200821_Keck1_v1.ascii,II,8,IIn,20.8,8,0.3055
ZTF19ackzvdp,ZTF19ackzvdp_20210212_Keck1_v1.ascii,II,11,IIn,15.31,11,0.3054
ZTF19aclhnkd,ZTF19aclhnkd_20191107_P60_v1.ascii,Ia,10,Ia-norm,13.7,9,0.0807
ZTF19aclhohd,ZTF19aclhohd_20191106_P60_v1.ascii,Ia,8,Ia-norm,8.71,4,0.0672
ZTF19aclhohd,ZTF19aclhohd_20191109_P60_v1.ascii,Gal,9,Gal,6.1,9,0.34
ZTF19aclhpiz,ZTF19aclhpiz_20191103_P60_v1.ascii,LBV,7,LBV,6.53,7,0.0234
ZTF19aclkbqc,ZTF19aclkbqc_20191105_P60_v1.ascii,Ia,8,Ia-norm,7.83,8,0.0592
ZTF19acllajw,ZTF19acllajw_20191108_P60_v1.ascii,II,4,IIb,7.81,4,0.7501
ZTF19aclljyq,ZTF19aclljyq_20191105_P60_v1.ascii,Ia,7,Ia-norm,8.67,4,0.0793
