,Version,Resolution,Superfit_c,Superfit_z,Match,Gal,Frac(SN),Frac(gal),Phase,Av,ZTF_Name,Zooniverse_c_broad,agreement_broad,Zooniverse_c,rlap,agreement,z
26,ZTF17aaazdba_20190505_Lick_3-m_v1.ascii,ZTF17aaazdba_20190505_Lick_3-m_v1_10,TDE H,0.0209,TDE H/ASASSN-14ae/MODS1+2456347.5,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB3,0.56875783,0.43124217,-346.0,1.8,ZTF17aaazdba,TDE,5,TDE,8.78,5,0.029
27,ZTF17aaazdba_20190513_Lick_3-m_v1.ascii,ZTF17aaazdba_20190513_Lick_3-m_v1_10,TDE H+He,0.02255,TDE H+He/2018dyb/EFOSC2-NTT+2458343.6303241,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/E,0.6505389,0.34946108,3.1303241,2.0,ZTF17aaazdba,II,9,II-norm,8.54,9,0.036
28,ZTF17aaazdba_20190529_DCT_v1.ascii,ZTF17aaazdba_20190529_DCT_v1_10,TDE H+He,0.0209,TDE H+He/ASASSN-14li/DIS+2456994.0060648,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB4,0.22112837,0.7788716,9.906065,-0.4,ZTF17aaazdba,TDE,7,TDE,5.55,7,0.0232
29,ZTF17aaazdba_20190925_Keck1_v4.ascii,ZTF17aaazdba_20190925_Keck1_v4_10,TDE H,0.022,TDE H/ASASSN-14ae/LRIS+2456981.1164583,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/Sc,0.84280044,0.15719956,287.61646,-1.4,ZTF17aaazdba,TDE,11,TDE,12.26,11,0.0225
30,ZTF17aaazdba_20191023_DCT_v1.ascii,ZTF17aaazdba_20191023_DCT_v1_10,SLSN-I,0.02145,SLSN-I/2017egm/SPRAT+2457915.4171759,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/Sc,0.32827413,0.67172587,-10.66692,-1.4,ZTF17aaazdba,TDE,5,TDE,12.16,5,0.0225
31,ZTF17aaazdba_20191105_DCT_v1.ascii,ZTF17aaazdba_20191105_DCT_v1_10,SLSN-I,0.02145,SLSN-I/2017egm/SPRAT+2457915.4171759,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/Sc,0.38217676,0.61782324,-10.66692,-2.0,ZTF17aaazdba,TDE,10,TDE,11.12,10,0.022
32,ZTF17aaazdba_20191203_DCT_v2.ascii,ZTF17aaazdba_20191203_DCT_v2_10,Ic-BL,0.02145,Ic-BL/PTF10vgv/HET-LRS+2455466.5,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB2,0.9994846,0.0005153734,2.0,1.0,ZTF17aaazdba,Ic,4,Ic-norm,7.21,3,0.0684
33,ZTF17aabcpcp_20181102_P60_v1.ascii,ZTF17aabcpcp_20181102_P60_v1_10,Ib,0.05225,Ib/2004ao/FAST+2453109.95,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/E,0.18147445,0.81852555,34.45,-2.0,ZTF17aabcpcp,Gal,9,Gal,18.27,9,0.034
34,ZTF17aaburzk_20180717_P60_v1.ascii,ZTF17aaburzk_20180717_P60_v1_10,IIn,0.019425,IIn/2008fq/WFCCD+2454731.5,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB1,0.6216524,0.37834755,3.0,1.0,ZTF17aaburzk,Ia,3,Ia-91bg,7.76,3,0.0333
35,ZTF17aadcbei_20181117_P60_v1.ascii,ZTF17aadcbei_20181117_P60_v1_10,Ic-BL,0.021,Ic-BL/2006aj/FORS2+2453792.5159954,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB1,0.39136812,0.60863185,8.015995,2.0,ZTF17aadcbei,Ia,3,Ia-norm,4.61,3,0.2652
36,ZTF17aadlxmv_20200123_P60_v1.ascii,ZTF17aadlxmv_20200123_P60_v1_10,Ic-BL,0.062,Ic-BL/PTF10vgv/HET-LRS+2455466.5,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB6,0.09028196,0.90971804,2.0,-0.4,ZTF17aadlxmv,Ia,9,Ia-norm,6.17,9,0.0576
37,ZTF18aaabltn_20181209_P60_v1.ascii,ZTF18aaabltn_20181209_P60_v1_10,IIn,0.044655,IIn/2005cp/DBSP+2453743.5,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB2,0.36268398,0.637316,184.0,-1.4,ZTF18aaabltn,AGN,8,AGN,18.47,8,0.0453
38,ZTF18aaabltn_20190502_DCT_v1.ascii,ZTF18aaabltn_20190502_DCT_v1_10,IIn,0.04351,IIn/2005cp/DBSP+2453743.5,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB2,0.19322456,0.80677545,184.0,-0.2,ZTF18aaabltn,AGN,7,AGN,21.11,7,0.0449
39,ZTF18aaabltn_20201015_DCT_v1.ascii,ZTF18aaabltn_20201015_DCT_v1_10,IIn,0.0458,IIn/2010jl/KAST+2455516.0719907,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB2,0.9986396,0.001360439,28.571991,-2.0,ZTF18aaabltn,AGN,8,AGN,41.0,8,0.0458
40,ZTF18aaadtdc_20181106_P60_v1.ascii,ZTF18aaadtdc_20181106_P60_v1_10,IIn,0.0367175,IIn/2005cp/DBSP+2453743.5,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB5,0.1451985,0.8548015,184.0,2.0,ZTF18aaadtdc,AGN,10,AGN,30.5,10,0.0359
41,ZTF18aaaehwv_20200917_P60_v1.ascii,ZTF18aaaehwv_20200917_P60_v1_10,Ia-rapid,0.0591425,Ia-rapid/2002bj/LRIS+2452340.8120023,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/E,0.41992795,0.58007205,6.312002,2.0,ZTF18aaaehwv,Gal,7,Gal,4.0,7,0.6678
42,ZTF18aaaibml_20200212_LT_v1.ascii,ZTF18aaaibml_20200212_LT_v1_10,II,0.03567,II/2003ed/Other+2452767.5,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB2,0.9837649,0.016235102,52768.0,1.4,ZTF18aaaibml,Gal,6,Gal,21.12,6,0.035
43,ZTF18aaaibml_20200212_LT_v2.ascii,ZTF18aaaibml_20200212_LT_v2_10,II,0.03567,II/2003ed/Other+2452767.5,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB2,0.9839946,0.016005388,52768.0,1.4,ZTF18aaaibml,Gal,9,Gal,24.35,9,0.0352
44,ZTF18aaaibml_20200214_P200_v1.ascii,ZTF18aaaibml_20200214_P200_v1_10,II,0.0348,II/iPTF15crj/FLOYDS-N+2457288.7627315,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB2,0.46242276,0.5375772,57289.26,1.4,ZTF18aaaibml,Gal,8,Gal,33.27,8,0.0346
45,ZTF18aaaibml_20200219_Keck1_v1.ascii,ZTF18aaaibml_20200219_Keck1_v1_10,IIn,0.0348,IIn/2010jl/KAST+2455531.0469907,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/E,0.6713559,0.3286441,43.54699,2.0,ZTF18aaaibml,Gal,8,Gal,33.03,8,0.0348
46,ZTF18aaakpbx_20180928_P60_v2.ascii,ZTF18aaakpbx_20180928_P60_v2_10,TDE H+He,0.0375795,TDE H+He/ASASSN-14li/DIS+2456994.0060648,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/Sa,0.9480041,0.0519959,9.906065,2.0,ZTF18aaakpbx,II,4,IIn,9.23,4,0.274
47,ZTF18aaakpsa_20180910_P60_v1.ascii,ZTF18aaakpsa_20180910_P60_v1_10,IIn,0.016575,IIn/2005cp/DBSP+2453667.5,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB2,0.4611682,0.5388318,108.0,-0.6,ZTF18aaakpsa,AGN,6,AGN,7.94,6,0.0157
48,ZTF18aaaokus_20181110_P60_v1.ascii,ZTF18aaaokus_20181110_P60_v1_10,IIn,0.00905075,IIn/2010jl/KAST+2455601.9819907,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/S0,0.10546372,0.89453626,114.48199,2.0,ZTF18aaaokus,QSO,5,QSO,6.96,5,0.007
49,ZTF18aaaqexr_20200215_P60_v1.ascii,ZTF18aaaqexr_20200215_P60_v1_10,Ia-norm,0.0702,Ia-norm/2013dy/HET-LRS+2456494.7590046,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/E,0.28455397,0.71544605,-5.7409954,-0.6,ZTF18aaaqexr,Ia,2,Ia-norm,10.11,2,0.7297
50,ZTF18aaaqexr_20200220_P60_v1.ascii,ZTF18aaaqexr_20200220_P60_v1_10,Ia-norm,0.071955,Ia-norm/2013dy/HET-LRS+2456494.7590046,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/S0,0.13419491,0.8658051,-5.7409954,0.6,ZTF18aaaqexr,Ib,2,Ib-norm,9.05,2,0.7629
51,ZTF18aabcvnq_20180604_P60_v1.ascii,ZTF18aabcvnq_20180604_P60_v1_10,Ibn,0.11115,Ibn/2015G/BC-Bok+2457140.93,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/S0,0.0015568525,0.9984431,33.43,2.0,ZTF18aabcvnq,Ia,3,Ia-91T,4.9,3,0.1729
52,ZTF18aabfxpw_20181220_P60_v1.ascii,ZTF18aabfxpw_20181220_P60_v1_10,IIb,0.0798,IIb/1993J/BC-Ekar+2449078.3541667,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/Sc,0.52560896,0.47439104,-16.145834,0.6,ZTF18aabfxpw,Ic,6,Ic-SLSN,5.36,6,0.7996
53,ZTF18aabicqe_20181103_P60_v1.ascii,ZTF18aabicqe_20181103_P60_v1_10,IIn,0.0092715,IIn/2009kr/KAST+2455145.9,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB1,0.97496426,0.025035737,0.16837656,-1.8,ZTF18aabicqe,AGN,9,AGN,35.48,9,0.0812
54,ZTF18aabilqu_20180522_P200_v1.ascii,ZTF18aabilqu_20180522_P200_v1_10,IIn,0.02331,IIn/2010jl/LRIS+2456332.8394444,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB5,0.22307299,0.776927,845.3394,0.8,ZTF18aabilqu,QSO,4,QSO,16.62,4,0.022
55,ZTF18aabilqu_20180522_P60_v1.ascii,ZTF18aabilqu_20180522_P60_v1_10,IIn,0.02109,IIn/2005cp/DBSP+2453743.5,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB2,0.5833349,0.4166651,184.0,-1.4,ZTF18aabilqu,Gal,9,Gal,10.65,9,0.0198
56,ZTF18aabssth_20180309_P60_v1.ascii,ZTF18aabssth_20180309_P60_v1_10,II,0.022425,II/2016esw/KAST+2457634.72,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB1,0.56643236,0.43356767,20.520641,1.8,ZTF18aabssth,II,9,IIb,8.07,7,0.0374
57,ZTF18aabssth_20180309_P60_v1.ascii,ZTF18aabssth_20180309_P60_v1_10,II,0.022425,II/2016esw/KAST+2457634.72,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB1,0.53874093,0.46125904,20.520641,2.0,ZTF18aabssth,II,9,IIb,8.07,7,0.0374
58,ZTF18aabtahy_20180308_P200_v1.ascii,ZTF18aabtahy_20180308_P200_v1_10,IIb,0.02964,IIb/2013df/KAST+2456459.7409954,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/S0,0.5863274,0.41367263,-7.7590046,0.2,ZTF18aabtahy,Ic,6,Ic-SLSN,6.68,4,0.1752
59,ZTF18aabtxvd_20180307_P60_v1.ascii,ZTF18aabtxvd_20180307_P60_v1_10,Ia-norm,0.07455,Ia-norm/2013dy/HET-LRS+2456515.9509954,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB1,0.01233686,0.98766315,15.450995,2.0,ZTF18aabtxvd,Ic,5,Ic-BL,4.19,5,0.605
60,ZTF18aabtxvd_20180326_P60_v1.ascii,ZTF18aabtxvd_20180326_P60_v1_10,FBOT,0.069225,FBOT/AT2018cow/ACAM+2458296.0,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB3,0.028910108,0.9710899,-19.5,1.4,ZTF18aabtxvd,Ib,7,IIb,4.99,6,0.5506
61,ZTF18aabtxvd_20180327_P60_v1.ascii,ZTF18aabtxvd_20180327_P60_v1_10,IIb,0.069225,IIb/2013df/KAST+2456459.7409954,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB1,0.49544302,0.50455695,-7.7590046,-1.6,ZTF18aabtxvd,Ic,6,Ic-norm,7.16,4,0.5336
62,ZTF18aabtxvd_20180328_WHT_v1.ascii,ZTF18aabtxvd_20180328_WHT_v1_10,II,0.06745,II/2012aw/DOLORES+2456007.3600347,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB2,0.99993366,6.6343564e-05,-3.8842592,-1.2,ZTF18aabtxvd,II,4,II-norm,9.66,4,0.0651
63,ZTF18aabtxvd_20180404_DCT_v3.ascii,ZTF18aabtxvd_20180404_DCT_v3_10,II,0.072775,II/2012aw/CAFOS+2456011.3753935,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/E,0.5856883,0.4143117,0.1310995,2.0,ZTF18aabtxvd,II,5,IIn,4.13,5,0.3708
64,ZTF18aabtxvd_20180411_DCT_v2.ascii,ZTF18aabtxvd_20180411_DCT_v2_10,TDE H,0.06745,TDE H/ASASSN-14ae/MODS1+2456712.6947222,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/S0,0.36521363,0.63478637,19.194723,1.2,ZTF18aabtxvd,II,11,II-norm,12.78,11,0.0617
65,ZTF18aabtxvd_20180411_P200_v1.ascii,ZTF18aabtxvd_20180411_P200_v1_10,II,0.072775,II/2016esw/KAST+2457614.7929977,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/E,0.44531292,0.5546871,0.5936386,1.6,ZTF18aabtxvd,Ia,4,Ia-norm,7.08,4,0.5379
66,ZTF18aabtxvd_20180417_Keck1_v1.ascii,ZTF18aabtxvd_20180417_Keck1_v1_10,TDE H,0.06745,TDE H/ASASSN-14ae/MODS1+2456347.5,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/E,0.9914583,0.008541696,-346.0,-0.4,ZTF18aabtxvd,II,3,II-norm,13.03,3,0.0669
67,ZTF18aabtxvd_20180419_Gemini_N_v1.ascii,ZTF18aabtxvd_20180419_Gemini_N_v1_10,TDE H,0.06745,TDE H/ASASSN-14ae/MODS1+2456712.6947222,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/E,0.6218284,0.37817162,19.194723,-2.0,ZTF18aabtxvd,II,4,II-norm,11.85,4,0.0675
68,ZTF18aabtxvd_20180505_Gemini_N_v1.ascii,ZTF18aabtxvd_20180505_Gemini_N_v1_10,TDE H,0.06745,TDE H/ASASSN-14ae/MODS1+2456712.6947222,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/E,0.5546995,0.4453005,19.194723,-2.0,ZTF18aabtxvd,TDE,6,TDE,5.04,6,0.0638
69,ZTF18aabtxvd_20180506_DCT_v1.ascii,ZTF18aabtxvd_20180506_DCT_v1_10,TDE H,0.06745,TDE H/ASASSN-14ae/MODS1+2456712.6947222,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/E,0.50760466,0.49239534,19.194723,-0.2,ZTF18aabtxvd,TDE,7,TDE,7.89,7,0.0638
70,ZTF18aabtxvd_20180513_DCT_v1.ascii,ZTF18aabtxvd_20180513_DCT_v1_10,TDE H,0.06745,TDE H/ASASSN-14ae/MODS1+2456712.6947222,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/Sb,0.38034087,0.6196591,19.194723,-0.2,ZTF18aabtxvd,TDE,9,TDE,7.97,9,0.0622
71,ZTF18aabtxvd_20180519_DCT_v2.ascii,ZTF18aabtxvd_20180519_DCT_v2_10,TDE H,0.06745,TDE H/ASASSN-14ae/MODS1+2456712.6947222,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/Sa,0.45799148,0.5420085,19.194723,-0.8,ZTF18aabtxvd,Ib,6,Ibn,5.29,6,0.3705
72,ZTF18aabtxvd_20191023_DCT_v1.ascii,ZTF18aabtxvd_20191023_DCT_v1_10,Ic-BL,0.072775,Ic-BL/2003jd/FAST+2452942.69,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/E,0.25632364,0.74367636,-0.81,1.2,ZTF18aabtxvd,Ic,10,Ic-BL,6.12,10,0.1395
73,ZTF18aabuoud_20190705_P60_v1.ascii,ZTF18aabuoud_20190705_P60_v1_10,Ic-BL,0.0588,Ic-BL/PTF10vgv/HET-LRS+2455466.5,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB4,0.08574224,0.91425776,2.0,0.8,ZTF18aabuoud,Ic,10,Ic-norm,6.52,10,0.5165
74,ZTF18aabvmws_20181110_P60_v1.ascii,ZTF18aabvmws_20181110_P60_v1_10,Ia 91bg-like,0.0292125,Ia 91bg-like/1999by/FAST+2451314.5,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/S0,0.06593216,0.93406785,6.0,-2.0,ZTF18aabvmws,Gal,9,Gal,11.28,9,0.0282
75,ZTF18aabvpbb_20180919_P60_v1.ascii,ZTF18aabvpbb_20180919_P60_v1_10,TDE H+He,0.0475,TDE H+He/ASASSN-14li/DIS+2456994.0060648,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB1,0.18698063,0.8130194,9.906065,2.0,ZTF18aabvpbb,Ic,6,Ic-BL,6.48,5,0.0507
76,ZTF18aabxlsv_20180510_P60_v1.ascii,ZTF18aabxlsv_20180510_P60_v1_10,SLSN-I,0.0504,SLSN-I/PTF10nmn/DBSP+2455392.5,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/Sc,0.35810632,0.6418937,55393.0,1.6,ZTF18aabxlsv,Ic,8,Ic-SLSN,8.57,6,0.0555
77,ZTF18aabxlsv_20180517_P200_v1.ascii,ZTF18aabxlsv_20180517_P200_v1_10,SLSN-I,0.048,SLSN-I/PTF10nmn/LRIS+2455384.5,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/E,0.39293113,0.6070689,55385.0,2.0,ZTF18aabxlsv,Ic,7,Ic-SLSN,9.46,6,0.0557
78,ZTF18aabxlsv_20181110_Keck1_v1.ascii,ZTF18aabxlsv_20181110_Keck1_v1_10,IIb,0.0456,IIb/1993J/KAST+2449212.5,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/Sc,0.105554536,0.8944455,118.0,1.8,ZTF18aabxlsv,II,11,IIn,8.91,8,0.0497
79,ZTF18aabybkt_20180308_P200_v1.ascii,ZTF18aabybkt_20180308_P200_v1_10,II,0.008421,II/2012aw/ALFOSC+2456005.5,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/E,0.8652896,0.13471036,-5.744294,2.0,ZTF18aabybkt,II,7,II-norm,5.56,6,0.0022
80,ZTF18aabybkt_20180309_P60_v1.ascii,ZTF18aabybkt_20180309_P60_v1_10,IIb,0.007619,IIb/2001ig/LRIS+2452266.5,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB1,0.4939208,0.5060792,52267.0,1.6,ZTF18aabybkt,II,9,II-norm,6.0,9,0.0083
81,ZTF18aabybkt_20180316_P60_v1.ascii,ZTF18aabybkt_20180316_P60_v1_10,II,0.007619,II/2016esw/KAST+2457627.7209954,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB6,0.99983084,0.00016913288,13.521636,-1.0,ZTF18aabybkt,Ia,6,Ia-norm,4.73,6,0.0261
82,ZTF18aabybkt_20180321_APO_v1.ascii,ZTF18aabybkt_20180321_APO_v1_10,II,0.007619,II/1999br/DFOSC+2451294.5,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB2,0.9584409,0.041559126,8.0,1.6,ZTF18aabybkt,II,10,II-norm,16.07,9,0.0074
83,ZTF18aaccmnh_20180517_P200_v1.ascii,ZTF18aaccmnh_20180517_P200_v1_10,II,0.03471,II/2008aw/KAST+2454585.5,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/Sc,0.7764691,0.22353089,57.0,-2.0,ZTF18aaccmnh,II,11,II-norm,16.38,10,0.0316
84,ZTF18aachojf_20180523_P60_v1.ascii,ZTF18aachojf_20180523_P60_v1_10,IIn,0.03724,IIn/2005cp/DBSP+2453743.5,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB2,0.2570004,0.7429996,184.0,-0.6,ZTF18aachojf,AGN,7,AGN,21.05,7,0.0379
85,ZTF18aacopwm_20181204_Keck1_v1.ascii,ZTF18aacopwm_20181204_Keck1_v1_10,IIn,0.02375,IIn/2008fq/KAST+2454739.67,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/E,0.63211566,0.36788434,11.17,-0.4,ZTF18aacopwm,Gal,11,Gal,10.26,11,0.088
86,ZTF18aacsudg_20191001_P60_v1.ascii,ZTF18aacsudg_20191001_P60_v1_10,IIn,0.02531,IIn/2005cp/DBSP+2453743.5,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/Sc,0.09370402,0.90629596,184.0,2.0,ZTF18aacsudg,Gal,9,Gal,10.2,9,0.0242
87,ZTF18aacsudg_20191003_P200_v1.ascii,ZTF18aacsudg_20191003_P200_v1_10,II,0.02467725,II/2012aw/LRIS+2456094.7919907,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB3,0.17583692,0.8241631,83.5477,1.4,ZTF18aacsudg,Gal,10,Gal,14.07,10,0.0247
88,ZTF18aadbtae_20190701_P200_v1.ascii,ZTF18aadbtae_20190701_P200_v1_10,SLSN-I,0.079905,SLSN-I/2015bn/EFOSC2-NTT+2457070.5,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB6,0.41049895,0.5895011,-28.65537,-1.2,ZTF18aadbtae,Gal,5,Gal,7.15,5,0.0762
89,ZTF18aadkjmo_20181102_P60_v1.ascii,ZTF18aadkjmo_20181102_P60_v1_10,IIn,0.0237405,IIn/2005cp/DBSP+2453755.5,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB5,0.87747264,0.12252736,196.0,-2.0,ZTF18aadkjmo,QSO,6,QSO,14.0,6,0.0233
90,ZTF18aadnqwz_20180831_P60_v1.ascii,ZTF18aadnqwz_20180831_P60_v1_10,IIn,0.039,IIn/2005cp/DBSP+2453743.5,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB5,0.2462412,0.7537588,184.0,-2.0,ZTF18aadnqwz,Gal,8,Gal,16.3,8,0.0382
91,ZTF18aadqmyy_20190324_P60_v1.ascii,ZTF18aadqmyy_20190324_P60_v1_10,ILRT,0.03045,ILRT/PTF10fqs/HET-LRS+2455307.5,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/S0,0.12250005,0.87749994,-6.0,1.2,ZTF18aadqmyy,Gal,7,Gal,11.16,7,0.042
92,ZTF18aadsuxd_20201103_P60_v1.ascii,ZTF18aadsuxd_20201103_P60_v1_10,IIn,0.029545,IIn/2005cp/DBSP+2453743.5,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB2,0.07950776,0.92049223,184.0,2.0,ZTF18aadsuxd,Gal,6,Gal,14.87,6,0.0293
93,ZTF18aadsuxd_20201110_P60_v1.ascii,ZTF18aadsuxd_20201110_P60_v1_10,TDE H+He,0.0318775,TDE H+He/ASASSN-14li/DIS+2456994.0060648,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB2,0.34704134,0.65295863,9.906065,-0.6,ZTF18aadsuxd,AGN,7,AGN,7.44,7,0.0301
94,ZTF18aadvsxy_20200921_P60_v1.ascii,ZTF18aadvsxy_20200921_P60_v1_10,Ia-norm,0.0679575,Ia-norm/2013dy/HET-LRS+2456515.9509954,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/S0,0.06727861,0.9327214,15.450995,2.0,ZTF18aadvsxy,Ia,5,Ia-norm,8.38,5,0.0742
95,ZTF18aadzfso_20200208_LT_v1.ascii,ZTF18aadzfso_20200208_LT_v1_10,Ia-norm,0.0525,Ia-norm/2013dy/HET-LRS+2456506.74,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/Sb,0.4231794,0.5768206,6.24,-1.2,ZTF18aadzfso,Ia,9,Ia-norm,6.64,8,0.0677
96,ZTF18aaegvyd_20190625_P60_v1.ascii,ZTF18aaegvyd_20190625_P60_v1_10,II,0.024675,II/2013ej/DEIMOS+2456545.9089931,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB5,0.21353504,0.7864649,37.800774,2.0,ZTF18aaegvyd,II,3,Ic-norm,5.18,3,0.0281
97,ZTF18aaekkoj_20180514_Keck1_v1.ascii,ZTF18aaekkoj_20180514_Keck1_v1_10,Ibn,0.044688,Ibn/2010al/X-Shooter+2455280.5,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB5,0.22291362,0.7770864,-1.1832612,1.4,ZTF18aaekkoj,Gal,9,Gal,38.09,9,0.0454
98,ZTF18aaemivw_20181104_P60_v1.ascii,ZTF18aaemivw_20181104_P60_v1_10,II,0.067035,II/2008aw/Other+2454558.5,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB4,0.5517559,0.4482441,30.0,-2.0,ZTF18aaemivw,Ia,11,Ia-csm,9.99,10,0.065
99,ZTF18aaenfaa_20180922_P60_v1.ascii,ZTF18aaenfaa_20180922_P60_v1_10,II,0.07566,II/2014G/KAST+2456777.875,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB3,0.20664357,0.7933564,99.375,2.0,ZTF18aaenfaa,AGN,9,AGN,27.19,9,0.0729
